Area,Oxygen,Temperature,Humidity,Wind Speed,Vegetation Density,Proximity to Water,Soil Type,Fire Occurrence
India,44.799272049906335,32.538307562903185,45.12601720914775,6.208835932573225,71.89084406782503,Near,Sandy,0
Europe,54.79845884960616,23.261678085605215,51.644714943228635,5.343877145784303,55.3194519932644,Near,Loamy,1
Northeastern United States,33.27656595464899,26.05919382221704,37.17388306030327,14.378255922170487,64.42973553832871,Far,Clayey,0
Mediterranean,35.30187391762987,32.91581407738869,34.412047528073174,9.211122132850491,57.20889709116643,Near,Clayey,0
North Asia,50.50802426193522,26.757413120854444,15.69122378073304,5.592981299786632,75.8996358564377,Near,Clayey,0
Russia,44.98225440994716,27.869273885206816,34.18194879976522,12.006191328911097,65.05280592697727,Near,Loamy,1
Southeast Asia,53.62658241149225,20.60936198482855,59.14972205408964,9.155131094769416,44.304617002745374,Far,Sandy,0
India,45.83197506792855,29.799394143591464,59.57397579086399,7.906158823690072,47.39399765439177,Far,Loamy,1
South America,38.23503983584832,29.508543778156103,24.100130776897654,19.842656350190214,72.02773052129604,Far,Loamy,0
South America,39.15972434281985,35.91131970005499,33.347840937542514,18.16624114031876,58.413820257417356,Near,Loamy,0
Middle East,41.02131108144108,24.880778388728444,52.14593627925572,9.477183453240443,57.056315353134664,Far,Loamy,1
Central America,46.60008459439426,23.56842433367285,28.283031154779117,6.659197534675098,63.09971676273962,Near,Loamy,1
Southeast United States,29.75123371416817,39.3765033504611,24.57164804018001,15.220158073081363,41.89024395328932,Far,Loamy,1
Northeastern United States,38.19682740251003,34.70629313454976,40.03949616442709,6.410975438951969,47.320679053680884,Far,Sandy,1
Mediterranean,36.13013969684013,33.74885822846362,46.62331155454609,18.450739511611452,73.4522558139962,Near,Loamy,0
Southern California,32.76332053716826,27.697428886283266,36.883246229016144,10.272073890369668,53.02659906402272,Far,Sandy,0
India,33.18342597481098,25.151856783969677,50.17215527941211,11.40595750045159,44.29487016287031,Far,Sandy,1
Central Africa,42.46273851888522,25.270967601646817,52.4686299872226,17.141731081504354,66.82028696069028,Far,Loamy,1
Europe,38.64370599465015,22.210589500257,58.65417307590389,10.12882052206816,61.77354861394086,Far,Loamy,0
South America,47.50724067589136,28.01895097764887,18.20361622700157,17.785039259124883,75.73073342458238,Far,Clayey,0
Africa,52.470334078871176,28.69880440773774,44.27791087447599,17.46565519538766,62.66916381518398,Far,Clayey,0
Southeast Africa,47.634354403456136,20.141397087410947,49.71282551137848,9.635085484410101,67.89145427083824,Near,Clayey,0
Pacific Northwest,50.79767699561918,38.3692731185215,48.45866345908982,10.974839045822899,54.13948976818734,Near,Clayey,0
Canada,52.070975551085226,25.44027487537318,37.61406055996446,9.966747845497387,44.03284623020146,Near,Clayey,0
Australia,45.88105019826159,27.80182260906522,56.01551988315993,10.193474393919898,75.58982429460487,Near,Clayey,0
Australia,44.6451079480863,36.01279228720098,32.10386435415944,7.2571230790391965,75.0517646858865,Far,Sandy,1
Northeastern United States,53.69235682785829,34.518921374390565,25.390028369610206,10.30367277469845,59.78572008768221,Far,Clayey,0
North Asia,39.23587746355254,37.51262727035355,31.118191482048918,14.183521686000054,70.69658630385013,Near,Clayey,0
Southern California,30.971978879007157,31.626407624223443,52.16907900276507,19.591388209642513,45.409692673917185,Far,Loamy,0
Southeast United States,48.05638593016013,27.203729632482528,27.405410925785105,18.829586298271487,58.29459118794176,Far,Sandy,0
Southeast Asia,34.30769970503424,34.931905394151165,39.177215453966696,9.316419752964805,68.17002461390729,Far,Sandy,0
Southern California,48.960174901935886,39.358134096329664,45.966846363147404,7.677560754053442,66.64362616800868,Near,Sandy,0
Central Africa,40.74861596279079,24.15663500368568,42.20485783879191,15.088267387740112,56.868038021551385,Far,Loamy,0
Canada,47.758520853687585,18.77177971092331,43.05219003042545,8.648460842608749,63.291122601570194,Far,Loamy,1
Africa,38.981171799630175,22.032584842248248,17.612108956429434,16.30037469666823,43.23784006852212,Far,Clayey,0
Southeast United States,51.67989430366504,26.788453222756736,50.585526805617306,12.904020707085355,64.29909300881468,Far,Loamy,0
Southeast Africa,44.28603012875877,38.79801873334613,21.656658114562735,17.196603830113446,69.484497119367,Far,Loamy,1
South America,39.54564722192375,39.77961066514923,56.19881357666811,10.868065193634582,45.98340911048441,Far,Loamy,1
Africa,46.29342957590039,37.948709443641135,49.05276984700529,16.500397666503552,78.49600771885527,Far,Clayey,0
Central America,42.8979244407076,31.392661967029476,59.28918796197735,17.504861729005093,47.19911952706137,Near,Loamy,1
Southeast Asia,35.712108464866276,30.285620113442384,15.24413387276314,15.527331484879186,44.25800142331025,Far,Sandy,0
Southeast United States,32.78340992684101,20.504431600184375,46.502950996766515,7.930101616142224,79.26581499535013,Near,Sandy,1
Southwest United States,49.46887004697472,39.500485779418085,31.692914613490196,8.655958963499202,45.99652964013329,Far,Sandy,0
Amazon Rainforest,42.5505310188487,20.58308185801298,51.126972706821604,12.05413229534734,78.43868501353171,Near,Sandy,1
Russia,51.05268913414846,35.396098967254034,21.119811562622417,14.02362365789456,57.20432073483237,Far,Clayey,0
Northeastern United States,33.28448406659108,33.03793302539216,57.95136087528099,12.844894512887631,71.55302273860819,Far,Sandy,1
Amazon Rainforest,34.013698873116425,38.460045178878445,18.113914181493836,5.230077591917854,55.80115222730814,Far,Clayey,0
India,41.72345158527088,31.52742078367621,43.605067379933615,14.114357436348282,50.585054590033266,Far,Loamy,1
Southeast Asia,48.33210224707831,25.789648897974935,21.996160256718746,14.097322878454724,41.78559311854539,Far,Loamy,0
Amazon Rainforest,52.509269700603134,22.15302390029835,46.31925754442462,15.819307296838897,78.31688394875357,Far,Loamy,0
Southeast Africa,28.62279119892971,25.39272866206877,37.08664298047273,5.064809199888446,49.91489989555558,Far,Sandy,0
Australia,53.7002938102968,38.80125020135666,53.276673539932716,18.07861847434376,58.152854964319445,Near,Loamy,1
Southeast Africa,32.715678947213235,20.0391852481084,33.347136553496526,15.164929416149494,72.79869028173674,Near,Sandy,1
Pacific Northwest,36.408960091357315,37.74088830620015,48.44320569965586,5.165412904814587,66.77279411646967,Near,Sandy,1
Southeast Africa,54.291045812750234,20.811734549751748,37.18753532914434,18.668815816531783,50.32553225303196,Far,Clayey,0
South America,42.43008460271697,37.914736750029846,28.164021574393306,15.888696106659136,66.99035020151703,Near,Sandy,0
Middle East,39.69841490622568,22.382797559206992,25.60059176502842,18.274097478477735,47.0706216891223,Near,Loamy,1
North Asia,28.752185820774475,19.81838851706515,44.315965882645585,10.91480603637142,71.40206198240543,Far,Loamy,1
Middle East,52.01792675161883,23.45346491401559,26.509878924856864,7.559135398772022,71.92375976215072,Far,Clayey,1
South America,28.216396715986626,28.83651838739324,47.55697889669033,8.87777005852345,49.56103820285481,Far,Sandy,1
Southern California,52.195081564812966,35.2572792834017,26.767310652215173,17.122149913247107,70.27350724871152,Near,Loamy,1
Canada,48.77020365812447,37.16890408840656,59.887639065057755,17.344592778523978,48.7431221826545,Far,Loamy,1
North Asia,50.774357227669995,26.180186046044128,22.85967167336284,18.948261734807584,53.95351507113169,Near,Clayey,1
Southeast Asia,45.87296091907086,36.20832594140286,20.562385900026797,18.026453125254605,41.63957906734106,Far,Sandy,1
Southern California,40.802563179470695,34.127497066547804,51.43454081318261,8.259129634194856,45.701409774186786,Far,Sandy,0
Central Africa,48.23841026695571,18.789544064920754,53.42418885081609,19.055958307904405,42.166913610681355,Near,Loamy,0
Central Africa,29.57463134916926,35.84481795907574,24.218016568500445,18.58043735974997,51.47328875656182,Near,Loamy,1
Australia,49.486194102531144,18.145796849424066,33.124265173450965,7.813537189902677,66.71928245483987,Near,Clayey,0
Central Africa,38.28115848007613,25.62672052753023,42.76008081464507,8.17022817489445,41.084082228432116,Near,Sandy,1
Mediterranean,37.01872843305741,34.19044311201586,17.83109703694744,18.203656532942638,55.44885026017807,Far,Sandy,0
India,51.097108046525946,27.04279444690036,31.25779763036975,10.32088425297004,42.93243458317239,Near,Sandy,1
Southwest United States,44.374075596896944,26.040519986690917,35.70335261540124,5.197497574176851,66.99375545779226,Far,Clayey,0
South America,54.61343331884238,37.51442452506512,45.90205348407336,15.927149576579398,75.49980717483604,Far,Sandy,1
India,44.514400039975484,28.408318924790052,15.58308693713354,14.126251091035527,40.95803797676127,Near,Sandy,1
Central Africa,36.650680696284766,32.385749923639004,49.23595141167496,11.289211453049486,51.62936732822402,Far,Clayey,1
Southern California,49.89672720739013,31.085948366851845,44.2688420793393,10.203028611956551,69.84910720383867,Far,Clayey,1
Pacific Northwest,44.01900907630406,18.823556413894043,41.6754027694177,9.097370753215088,70.1425864922576,Far,Clayey,0
Amazon Rainforest,44.57228875845494,34.268867941402874,58.64018066011182,11.093740985171989,74.13298149814648,Near,Sandy,0
India,33.591524568792956,26.405678034536184,19.96164147102005,18.42971200702259,42.48597011866099,Far,Clayey,1
Central Africa,39.59424583652157,28.949858339447363,15.11794217808278,14.1026037157166,72.95607695893254,Far,Clayey,1
Africa,53.97882650862052,36.914613881405,18.68275679909923,8.7156232333864,60.02412610610456,Near,Sandy,0
Africa,36.06217936581542,26.006788048947357,38.423433002787036,19.524127333018257,41.78410833897893,Far,Clayey,1
Australia,30.376094481608035,31.831401757485523,22.546810068570956,11.799207505737629,73.58083121350573,Near,Sandy,0
Mediterranean,33.438089983894926,30.83800158460479,40.52431974943544,10.669558747658538,42.668586394724485,Near,Clayey,0
Southeast United States,43.074777243401904,20.83426882962941,25.965707583884676,16.45569252950071,41.99975849508035,Near,Clayey,0
Africa,53.721774614533516,31.79666265412593,42.97907658871743,12.371377236687913,65.64039520568247,Near,Loamy,1
Central America,40.75233145975464,28.324987296835484,15.5000273099982,13.274438513483599,51.06816928364667,Near,Sandy,0
Australia,51.41164711665958,36.94007715263883,24.142892106834317,17.57644181363031,64.59231364068174,Near,Sandy,1
Southwest United States,46.916730552906756,39.746020959659404,46.63791431555443,16.44988088249498,64.84574913596191,Far,Sandy,1
Southeast Asia,33.13216831814458,20.135906891454006,31.076327623682324,11.249124706936243,54.10248486057135,Far,Clayey,0
North Asia,50.73308643863472,28.60964474096929,52.92899930464709,12.40918107297631,40.88296478473404,Near,Loamy,1
Southeast United States,44.48989439463445,20.89748034494942,49.576639363757636,7.826071752896273,74.69133452142134,Far,Loamy,0
Middle East,41.8359005079597,29.870802082737292,41.07910853726051,5.834863380760186,43.30812233977047,Near,Sandy,1
Southern California,41.4252598713543,29.90102274552863,49.50423975529186,8.152640049637855,67.19787772886292,Near,Clayey,0
South America,47.39248013157581,35.94788732334105,56.38758762976539,12.98356806616411,54.24125817262664,Far,Loamy,1
South America,43.168361892500556,20.82713449036229,34.810309149632666,19.99272599893906,57.316326133321205,Far,Sandy,0
North Asia,42.79520867985231,18.78620868932111,25.477630034031012,8.696124621747089,60.650668093005514,Far,Loamy,0
India,42.66282049378149,31.62558631790163,46.54725941319808,15.422864498231288,63.506844480240645,Far,Sandy,1
North Asia,30.78292942828634,29.853732358100192,52.327289410887445,12.177732654041495,64.95458910522915,Near,Clayey,1
Southeast Asia,51.45429091399791,32.73864990101182,49.08373687934845,8.676058522946303,56.22238204002441,Near,Loamy,1
Middle East,40.92914672470981,20.73619320285713,25.40049933288082,6.707342655744892,44.60631664889606,Far,Clayey,1
Southeast United States,47.103018905217034,34.22027546148481,26.70848423888878,19.65691777479381,41.692895056730585,Near,Loamy,1
Central Africa,54.3576622378623,28.763520861376627,23.00142424892799,10.481690601264186,62.16386616192146,Near,Sandy,0
Middle East,46.585378475277444,26.647874493455028,57.57821330646471,19.963394610561146,71.45437095208926,Far,Loamy,0
Russia,32.907940153721796,20.14976561095063,38.41905092999791,18.90946506849255,44.91476352943309,Far,Loamy,0
India,28.52333433432803,38.974891291882145,41.18873854027821,15.751449267342018,44.50404319944247,Near,Sandy,0
Southern California,29.658431926969246,23.188369874645886,41.67196170454571,5.411865498945348,43.06589117388472,Far,Loamy,0
Central Africa,44.55612087356894,29.158435964882692,57.53046407732196,8.51656460473604,60.77684218591159,Far,Clayey,1
Southeast Africa,32.69175976540562,30.63478107439237,51.73690449196652,11.838907349383781,60.70572572719778,Near,Sandy,0
Middle East,29.824363817987265,27.99901045583168,43.69087441785515,12.14790660669945,44.52674264274884,Far,Sandy,1
Mediterranean,31.46222408541502,32.302269692648544,37.18579578593109,13.64971460990946,69.10458845388735,Near,Sandy,0
Africa,51.2199792693826,25.116619060517365,55.209780896164006,17.73025655880251,45.87024687590906,Far,Sandy,1
Northeastern United States,46.74146791794857,36.434334481111435,22.974320477764714,18.95811748857099,67.20969330693731,Far,Sandy,0
India,40.62666044250718,36.76301502315758,41.74526915663718,5.163255892703745,54.047414271257765,Far,Loamy,0
India,34.2521110740633,39.3007704775675,38.91930168544414,12.93764054567814,65.4810420923366,Far,Clayey,1
Central America,31.402614234279532,31.996004247461876,20.238574108023744,7.682701960005002,53.38049946088539,Near,Loamy,0
Southeast United States,47.905591393075625,36.19385536104181,27.780118916917743,11.271893570699554,43.40814405597084,Far,Clayey,1
Southeast United States,38.9214601422645,21.07241171878671,47.0190003728992,18.760117675245553,68.42362640850864,Near,Loamy,0
Southwest United States,32.990049412972425,19.382922241336487,41.61280368041983,8.339679845894834,77.4883765543949,Near,Sandy,0
North Asia,52.33052412552024,35.02789096876099,17.092479984401777,16.05946834031655,48.15684013331901,Far,Clayey,1
South America,44.464871013036785,26.21222584122154,57.50829491121796,19.111568206922147,40.03431300871106,Far,Clayey,0
Southern California,53.375273871624906,19.67150793190261,26.396891478395876,14.612154060603023,68.3553835414569,Near,Clayey,0
Central America,43.406560854107354,26.054973439037614,41.740201556024104,6.116712253310812,62.78577848384825,Far,Sandy,0
Southeast United States,33.76518578368341,24.112669734418244,25.838279040310418,15.615632323633978,42.866431342727374,Near,Sandy,1
Amazon Rainforest,43.8395360812858,37.59807468644141,19.361090329600447,13.074438681593595,65.66317505443108,Far,Loamy,1
Mediterranean,41.772204385704754,20.386134181855482,55.30655124831947,12.933673366494412,48.07257818373088,Far,Clayey,1
Canada,54.95619461673198,29.375344731605328,47.30546354376798,18.019399965563657,49.96159054115465,Far,Sandy,0
Central America,42.55703333230705,37.23764513019366,58.921949111177334,6.28556501356778,73.73791486364628,Near,Clayey,1
Africa,51.8841873332229,18.414293391522026,52.06451294932539,15.348015047189987,71.76519159620555,Far,Sandy,0
Australia,37.790241974487465,38.98227299081664,39.309032466973136,13.713676065299795,67.36669648017676,Near,Sandy,1
South America,46.23324163869111,20.225354923148867,27.879053310994614,18.882318883343473,73.15039075106955,Near,Loamy,1
Northeastern United States,52.98486896687474,38.23494293354145,39.48809745362689,10.880227543980311,68.68573302522728,Far,Loamy,0
Middle East,43.70479494551244,31.41930174960578,53.30960837522207,17.636559954686923,55.38260883630196,Near,Loamy,1
Pacific Northwest,48.950406380454666,25.368492698774766,26.351606204602724,14.550610220095571,58.68586188775875,Far,Sandy,1
Europe,28.23176769419398,35.07653065647326,15.458447548612073,7.038388912592804,76.57876514894275,Near,Sandy,0
Middle East,33.57412466040701,32.48621599060964,39.904430504070405,13.157046757752248,55.11192473941087,Near,Sandy,1
Southeast Asia,34.05360218945995,37.65252542643251,35.31130606512441,14.272988618893466,47.49371610290289,Far,Clayey,0
Mediterranean,31.023485199314273,37.90364435456743,31.454972794859213,8.869062766587676,68.59300813154606,Near,Clayey,0
South America,40.45064543836328,33.65972553882715,44.34549702911018,13.548691276122621,40.80440961453883,Near,Sandy,1
Russia,43.63531485272783,37.63542000492304,35.663003505741344,13.634543523440442,59.93529671774893,Far,Loamy,0
Amazon Rainforest,43.63191804609373,39.58694127878073,25.49619673621542,18.82769109796913,53.20917083108681,Far,Sandy,0
Pacific Northwest,44.0680478584758,37.57605977294136,40.54504932526039,18.003994765781112,75.20403489962607,Near,Sandy,0
Middle East,54.577851470476745,35.23904093802565,46.4232644427271,14.671698834903072,60.302326037306656,Far,Sandy,0
Southeast United States,33.509502330303874,34.0525656996997,17.943501646027023,7.946263253140087,79.8315868882922,Near,Clayey,1
Africa,35.54843239452777,37.04713011715809,58.19366499569742,18.163984413684233,66.04350974546651,Near,Clayey,0
Amazon Rainforest,31.72234674524219,36.22911694621427,38.815029572553726,16.15533310330405,49.2920520340803,Far,Loamy,1
Pacific Northwest,51.801929403717786,28.839899589359604,16.342524757815,7.829284356311117,78.92684946473423,Near,Loamy,0
India,30.65904741582101,24.234853304031944,52.9511468336521,14.244766877280862,72.56306577526107,Near,Sandy,0
Southern California,45.284816352753225,20.63062605776747,17.23211060891282,17.213066637845486,69.14560423992242,Near,Clayey,0
Europe,34.75561558752454,35.43267410249557,24.628813770242274,17.103235271884817,73.68063437539254,Far,Sandy,0
Southeast Africa,30.50558316856022,31.72343252681432,28.483158510632883,12.398670429460909,63.48437829566705,Far,Clayey,1
Southeast Asia,42.33917461693708,24.053392835894677,56.904028606301665,17.234647827660375,41.71360479709462,Far,Clayey,1
Southwest United States,54.89359627496195,31.606403522594526,32.64674762689758,15.328723879648615,76.42611976818179,Far,Loamy,0
Europe,43.16644157305062,33.749522796523216,17.52534890658634,13.254148278289307,52.09275191979884,Far,Clayey,0
Mediterranean,37.98832574665924,18.620309220631427,43.06926144218726,5.41351239103003,78.21168380178736,Far,Sandy,1
Amazon Rainforest,35.498073218178924,21.595514316659514,17.249872533771928,11.949439934742166,68.25022495208002,Near,Loamy,0
Central Africa,48.73366994660357,39.62814471750684,47.492896639096884,16.520638104127585,75.0136668505268,Near,Sandy,0
Russia,37.73032912489643,23.437634453335175,29.980214790917852,10.470675314638004,73.91108252305251,Far,Loamy,0
North Asia,42.50350878444263,30.10373996977514,21.527367289193492,17.956508239501723,57.17408735450011,Far,Loamy,1
Africa,36.0660297787432,28.849799976405468,22.16818878125545,18.749836052996052,68.05803921887806,Near,Sandy,1
Russia,52.98977929979336,21.818779773099372,57.65210174602382,8.918850787567084,61.174402928961456,Far,Loamy,1
Amazon Rainforest,35.47632615127564,24.51626902026029,40.53015814931204,18.477089277524726,78.50153537144931,Far,Clayey,1
Europe,39.63557335084886,35.72953689121933,17.558577600971365,19.1922766848992,61.0449354993782,Near,Clayey,1
South America,48.226137694700085,21.731384701415045,29.135785665524704,15.793504158999172,58.290738149762014,Far,Clayey,0
Southeast Asia,28.409255162868707,28.739200213471925,24.952831055211742,17.380046043548877,45.16980830042555,Far,Sandy,1
South America,31.78940777600279,22.47589713287764,23.41415266178852,12.3536833465417,71.76616388706884,Near,Clayey,1
Europe,40.24889915721974,30.19902839127453,38.321902592462244,18.929146941708716,76.15382672622783,Near,Sandy,0
Southern California,35.24003256525634,21.702195955494922,20.627813999798793,8.479655829833924,66.74494598385215,Near,Sandy,0
Southeast United States,39.449424147393536,33.044846287693844,24.41960307955593,19.517097212678692,44.72147679216959,Far,Loamy,0
Mediterranean,39.33630218438816,34.0107829943604,39.43637327754345,5.677019104557045,53.00713729925933,Near,Sandy,1
Southeast Asia,35.57371890680798,23.98566862756288,44.80124087552301,14.352743792885734,74.50337188897004,Far,Clayey,1
Africa,46.32452238756158,22.896548149547847,58.75014002374965,17.446634402764722,48.75672176813906,Near,Clayey,1
India,37.49401374724938,33.88879292906341,20.887187344013775,12.569784852622274,47.681809767236615,Far,Sandy,0
Southeast United States,29.381734226754485,32.17668001618819,38.13813834269149,19.89059858415348,52.63059872163046,Near,Clayey,1
Russia,44.002536246474584,21.944861200435124,17.67968549536652,14.870168289872774,56.67586177329645,Far,Sandy,0
Central America,46.438315136680345,27.602123380105102,19.62273267817948,9.070433434443375,61.51922305485025,Far,Sandy,0
Southwest United States,35.031338224027785,29.03594126133634,30.707163360266936,14.09533625018421,57.030052381931455,Far,Loamy,1
Central America,37.18922858704039,22.859505413224642,51.39329414113313,5.2183812470583355,69.44273853280983,Far,Loamy,0
Middle East,38.80814215407261,18.328466475549586,51.2682852023837,7.915221038905628,64.9138984260411,Far,Loamy,1
Southern California,44.238203828328835,37.34461942874219,24.525181662357582,5.802949405004824,43.33732241237268,Near,Sandy,0
North Asia,38.472857026678305,19.31656820350581,41.44434125193272,13.125150096813275,66.98658033060272,Far,Clayey,0
Amazon Rainforest,42.20500477982389,30.403244606002733,28.114512376554693,9.857779519057276,77.39681459280101,Near,Clayey,0
Africa,39.13919417117553,26.182475371622147,57.88443591297983,12.860355711135348,63.950045200440044,Near,Loamy,0
Russia,53.77752623803745,28.60443492537369,37.95947519497557,5.222462999893512,78.11188270340395,Far,Sandy,0
Canada,41.65431565508938,38.8626937163659,32.00118998244815,19.12903543970446,78.51068436913533,Near,Loamy,1
Australia,31.38428494106467,39.73566323873408,18.53713609301235,15.940078165099461,74.8459476404372,Near,Loamy,0
Southeast United States,54.59006366796274,23.764760029423044,55.78918078635603,11.077713336907044,55.29429744680664,Far,Loamy,0
Southeast Africa,29.841234984188752,27.07665472618325,31.3560623533306,14.192580495862247,75.52156475394712,Near,Clayey,1
Southwest United States,36.90950539539006,19.91803202540831,51.544615654396246,13.547151599713848,54.211679009374784,Far,Sandy,1
Canada,37.90833443100878,37.426740377955,56.94960329432324,8.197951178003454,47.2585445624496,Far,Loamy,0
Amazon Rainforest,48.40368531400444,35.36028199997486,38.10459091812469,7.113075655724996,42.341052368536786,Far,Sandy,1
Amazon Rainforest,47.19460437775125,29.377236189365135,33.3842712084861,18.260449202949786,43.522818977180904,Far,Clayey,0
Southwest United States,34.314165566196735,25.55923365372699,30.320836700133217,17.737648817133607,63.22611869065611,Far,Sandy,0
Australia,29.860446849820743,37.213331263907406,56.857716795365384,18.61545062722311,55.53894956405364,Far,Clayey,1
Southwest United States,34.93178325221054,24.80347166871349,48.51177027042134,7.892701817084192,70.83621518856698,Far,Clayey,0
Southeast Africa,45.41588395000139,22.85589705815307,28.876330013534904,15.12788089965163,79.13469933428476,Near,Sandy,0
Central America,54.92895712625011,33.54340347190889,27.771220726817976,6.5372220549136175,44.653411401895475,Far,Sandy,0
Southern California,38.72473394926298,28.798506880697914,38.562784107176185,11.42488085953795,55.413221312816034,Far,Loamy,0
Amazon Rainforest,34.99518512175785,26.703917655749073,43.310007007472464,14.252996271598308,41.781575797494234,Near,Loamy,1
Amazon Rainforest,41.86533004595012,35.18698748637232,28.66410475118825,10.728631851057806,48.122947490566446,Near,Clayey,0
Southeast Africa,38.22703285732966,21.642044987176337,41.548706183718096,9.069401633861437,56.3000449942775,Near,Clayey,0
Southeast Africa,51.599297994322626,27.458627097726005,33.481187527777216,16.868725986768748,40.51292917567626,Far,Loamy,1
India,28.69339573160531,36.97304975404407,47.61777584687347,17.51821166778256,42.20471097778771,Far,Sandy,1
North Asia,47.5213071389762,35.070188347454234,55.18368485539738,7.508185032532669,72.8827701089293,Far,Sandy,0
Southeast United States,50.589406219146184,34.220755497573705,33.56367463188392,7.433431541115524,58.45105504658898,Far,Sandy,0
Africa,50.70771752996325,18.793967678103638,51.08580678711964,12.98607512179189,79.92072370722803,Near,Sandy,1
Middle East,42.09693493500616,21.28676107469093,47.64280691610415,12.504806389882113,49.411702787948975,Far,Loamy,1
Northeastern United States,28.890533574063905,39.98995399177508,19.773091831400382,18.649924791493866,76.66741265934667,Far,Clayey,0
Africa,36.009992297862205,37.61190142696769,45.50306859458147,13.306269009268547,43.583244562231876,Near,Sandy,0
India,43.08277486913452,35.02146253599821,55.48636889444936,9.913601412883601,59.000456346425445,Far,Sandy,1
Southern California,36.38426889508896,23.678829382433214,55.10249986241839,9.69911807029456,72.2331626943393,Far,Loamy,1
Southeast Asia,49.53895913157711,32.99174378483738,48.5551090471704,11.546506825872495,70.70019755806513,Far,Clayey,0
Pacific Northwest,53.672659285289384,20.02964638765751,35.45827258689465,6.212501734069287,43.57425414116266,Far,Loamy,1
Russia,44.411676849719285,18.571624937665547,38.645342891559224,6.978870331976327,62.96017328639675,Far,Sandy,1
North Asia,48.93703918333611,26.2963190898889,55.934337071830946,6.836755439470443,75.21825526757084,Near,Clayey,0
India,41.8378768932789,33.00319658179728,45.70122300177444,5.383527964405597,50.244698404996214,Far,Sandy,1
India,44.384705890938825,21.37284105904692,23.57238554133071,19.846009254200062,60.688090434557814,Far,Loamy,0
Southwest United States,53.03123296534022,22.455810874448442,56.886369258133364,6.95181673902877,75.3156286987356,Near,Loamy,1
Pacific Northwest,36.660107313118644,30.312917571712468,51.05576197493079,14.46233602299467,74.31345204960911,Near,Sandy,0
Northeastern United States,31.04437227709866,30.462449848207086,51.15540883916865,5.018385597246887,50.21627476890551,Far,Clayey,0
Central Africa,37.52756587380354,26.321248445075554,51.98528608031791,14.949377529804618,49.325938333699945,Near,Loamy,0
Mediterranean,32.95844331605084,33.86034663679194,56.992859230120025,17.796378564297896,54.57645717484968,Far,Clayey,0
Middle East,42.85611827371464,24.15901408299263,42.66643150779419,8.239081126653266,63.37288618214962,Near,Clayey,1
Mediterranean,39.295599539600815,27.704867289825224,18.728338827230317,17.920482949595183,70.21335953787991,Near,Clayey,0
Canada,53.96819294657923,25.839441658897627,22.39964311752588,7.155201195565612,50.94239395252928,Near,Loamy,1
Northeastern United States,44.096026333874285,32.20777168807379,37.26980709555771,8.223335790794959,44.725289288464054,Near,Loamy,1
Central America,32.15041537665238,21.179924822872017,18.97126803273978,10.671861132360888,62.95207855551024,Near,Clayey,0
Europe,51.6127302114037,18.577372683187125,29.09959805034356,5.8772051202045485,59.51639920562183,Near,Sandy,0
Central America,52.99409624597855,20.944477239867908,34.61651026219384,15.150653103820044,66.00970998938277,Far,Clayey,1
South America,48.93106989890068,28.196967364973222,46.95041249631187,7.5469162238781,57.38755497185202,Near,Sandy,1
South America,43.46610031459275,39.04302670816219,28.352437311447524,11.16381286397938,66.26566736728182,Far,Loamy,1
Mediterranean,39.709765094313894,25.938720044084878,34.34047284823415,14.80343928936066,52.52551771960303,Near,Sandy,1
Southern California,50.799207139165375,31.818975499674117,46.618516096859196,6.328090773391422,61.79047956374825,Far,Clayey,1
Pacific Northwest,32.92781373090947,20.839042912381736,53.079598967816366,13.875549564048518,55.19976149257268,Far,Clayey,1
Southeast United States,39.010805516821364,33.32016725897197,42.52227403132571,12.819335970973306,57.143793240892066,Far,Sandy,1
Africa,41.08237690005425,21.77847225273588,55.27943491748847,11.177989365185624,78.640786542927,Near,Clayey,0
Australia,29.17668737858013,33.36134507021032,50.24013888800357,7.290818641125156,50.04635283582708,Near,Sandy,0
Central America,35.534574718510676,29.89772965450329,45.260532247005756,6.160358771207406,74.71760754172274,Far,Loamy,1
Pacific Northwest,47.93436206049688,23.797103214621306,34.07331905518147,6.43087130881929,56.478130366708925,Near,Loamy,0
Southeast Asia,46.42901936462745,37.68279285554684,38.82202625725973,18.348326024300555,48.689465265832744,Far,Loamy,0
Central Africa,48.71638357968267,31.854938653088134,45.31486904636712,9.69735212973257,72.44142101130626,Far,Sandy,1
Southeast Asia,44.192119426151265,19.592549694239242,33.78766022982934,8.250563224305342,51.86257349378638,Near,Clayey,0
Central Africa,42.53033553541636,39.709279591258635,55.00721300165832,15.54847064728772,72.72429960378503,Far,Clayey,0
Canada,32.98670473724118,39.474016810519565,38.43350709795884,13.62707326254947,67.6169563938788,Near,Loamy,0
India,32.69067202599244,21.71326677232997,54.00329455680616,18.34553697082321,65.7315590794326,Near,Loamy,1
Amazon Rainforest,36.12632890095432,38.49095873051481,27.963440503862394,17.290057773431197,45.43018144753703,Near,Clayey,0
Southern California,53.87695044933696,36.40661351555634,58.6777658591948,15.173480889217622,62.39326707641042,Far,Clayey,0
Africa,33.34314028069024,19.940048660166116,57.705413438758335,5.420882773835288,78.97472566191368,Near,Clayey,0
Russia,51.88461331464167,33.441024133503134,23.50547176925081,11.267952614284631,45.49619073366207,Near,Sandy,0
Southern California,37.50041297704115,26.119623460925666,36.78904066854291,10.714898244715073,48.58888440021807,Near,Sandy,1
